1 -0.353416639459865 -0.9108735545943862
2 -0.3542568385045538 -0.9108735545943862
3 -0.3559978258392358 -0.9108735545943862
4 -0.35848889247069204 -0.9108735545943862
5 -0.3615753659849521 -0.9108735545943862
6 -0.3651012628689492 -0.9108735545943862
7 -0.36891193358827223 -0.9108735545943862
8 -0.37285666093222547 -0.9108735545943862
9 -0.3767911729086758 -0.9108735545943862
10 -0.3805800328041735 -0.9108735545943862
11 -0.38409887089996264 -0.9108735545943862
12 -0.3872364247244723 -0.9108735545943862
13 -0.3898963575928456 -0.9108735545943862
14 -0.3919988284923628 -0.9108735545943862
15 -0.3934817900712446 -0.9108735545943862
16 -0.39430199552360956 -0.9108735545943862
17 -0.39446830008418243 -0.9108735545943862
