1 -0.4891832438110444
2 -0.510434969244151
3 -0.5307911343664964
4 -0.5495732846651792
5 -0.565800411201544
6 -0.5791807039263781
7 -0.589566314250743
8 -0.5968836926562212
9 -0.6011627644083285
10 -0.6026453998740007
11 -0.6029591530974517
12 -0.6037795188136545
13 -0.604947047412838
14 -0.6072137389841628
15 -0.6095739143101898
16 -0.6123596938431402
17 -0.6154067408140312
18 -0.6186450087008
19 -0.6220168749412442
20 -0.6254722765804398
21 -0.6289670868489005
22 -0.6324619796181306
23 -0.6359214696973067
24 -0.6393130563465133
25 -0.6426064427016842
26 -0.6457728175331432
27 -0.648784191387416
28 -0.6516127817495128
29 -0.6542304429986752
30 -0.6566081371561927
31 -0.6587154403801536
32 -0.6605200757523504
33 -0.6619874485027554
34 -0.663080113175738
35 -0.6637569214212736
36 -0.6639716005188436
