1 -0.35839807646358357
2 -0.3619435502467345
3 -0.36668737616244407
4 -0.37259018340361194
5 -0.379628264679432
6 -0.3878043427122192
7 -0.39716331860954623
8 -0.40781166341089536
9 -0.41992952040251763
10 -0.4337445117814419
11 -0.4494317579881837
12 -0.4669709740779284
13 -0.48606552832539585
14 -0.5061695959000191
15 -0.5256029366824405
16 -0.5429641971976349
17 -0.5582411518183947
18 -0.5713896854493061
19 -0.5823924065186316
20 -0.5912903166259459
21 -0.5982056060337398
22 -0.6033619793188407
23 -0.6071023427736848
24 -0.6098917927326732
25 -0.612270283317015
26 -0.6147121041302656
27 -0.617456026090862
28 -0.620501950827158
29 -0.6237583752396656
30 -0.627137805766446
31 -0.6305736030982045
32 -0.6340145062861975
33 -0.6374187914248495
34 -0.6407506113897503
35 -0.6439777706889468
36 -0.6470702675319151
37 -0.64999924343717
38 -0.6527361615506817
39 -0.6552521238290094
40 -0.6575172794619994
41 -0.6595002956078335
42 -0.6611678646982065
43 -0.6624842049150215
44 -0.6634104350452089
45 -0.6639033514955927
46 -0.6639717480194314
