1 -0.5867310106297494 -0.6639717
2 -0.5884778779535038 -0.6639717
3 -0.5912023995303627 -0.6639717
4 -0.5948072647147276 -0.6639717
5 -0.599181381469271 -0.6639717
6 -0.6042016873868155 -0.6639717
7 -0.6097351361409713 -0.6639717
8 -0.6156408300158696 -0.6639717
9 -0.6217722670553723 -0.6639717
10 -0.6279796697174959 -0.6639717
11 -0.6341123607442929 -0.6639717
12 -0.6400211512779479 -0.6639717
13 -0.645560706080232 -0.6639717
14 -0.6505918510471339 -0.6639717
15 -0.6549837890486169 -0.6639717
16 -0.658616191453044 -0.6639717
17 -0.6613811344975559 -0.6639717
18 -0.6631848519137609 -0.6639717
19 -0.663949277880024 -0.6639717
20 -0.6639717636763079 -0.6639717
21 -0.6639717641591839 -0.6639717
