1 -0.42272577868444094
2 -0.4408146661014509
3 -0.4604924073367984
4 -0.4812339054947009
5 -0.5023687862675679
6 -0.5231601886211523
7 -0.5421585397581734
8 -0.5587459003334426
9 -0.5727653893225344
10 -0.5841060987940551
11 -0.5927319562424107
12 -0.5987148814834475
13 -0.6022970987534301
14 -0.6040511154257502
15 -0.605269110861516
16 -0.6074807199732332
17 -0.6099699146198215
18 -0.6128046493021162
19 -0.6158857434906367
20 -0.6191481310961684
21 -0.6225358973307307
22 -0.6260000797386165
23 -0.6294973886619458
24 -0.6329891569811308
25 -0.6364404135960171
26 -0.6398190449501635
27 -0.6430950267233781
28 -0.6462397152209947
29 -0.6492251917208746
30 -0.6520236549265619
31 -0.6546068575041809
32 -0.6569455827033475
33 -0.6590091556804016
34 -0.660764978815433
35 -0.6621780631614826
36 -0.6632104718707004
37 -0.6638203619135886
38 -0.6639716836480503
