1 -0.45436924460009553
2 -0.46596649780370336
3 -0.47916395109600596
4 -0.4940344132810087
5 -0.5106733459736992
6 -0.5291877064922605
7 -0.5496644295190363
8 -0.5721185753220442
9 -0.5964372262337607
10 -0.622342814600845
11 -0.6493876338746789
12 -0.6769737040374351
13 -0.7012239602622617
14 -0.7221670948914135
15 -0.7400990924560837
16 -0.7552755786332795
17 -0.7679423494726392
18 -0.7783444210234549
19 -0.7867251775072244
20 -0.7933206355443363
21 -0.7983513586536213
22 -0.8020134704015441
23 -0.8044696220255558
24 -0.8058402021487663
25 -0.8062046051114438
