1 -0.6012307042606834 -0.806205 -0.74071499 -0.66397176
2 -0.6040678476022037 -0.806205 -0.74071499 -0.66397176
3 -0.6078328621362954 -0.806205 -0.74071499 -0.66397176
4 -0.6124700106668873 -0.806205 -0.74071499 -0.66397176
5 -0.6179112199143387 -0.806205 -0.74071499 -0.66397176
6 -0.6240776511258816 -0.806205 -0.74071499 -0.66397176
7 -0.6308817645719972 -0.806205 -0.74071499 -0.66397176
8 -0.6382300451793833 -0.806205 -0.74071499 -0.66397176
9 -0.6460266191681828 -0.806205 -0.74071499 -0.66397176
10 -0.6541779039494289 -0.806205 -0.74071499 -0.66397176
11 -0.6625977400273473 -0.806205 -0.74071499 -0.66397176
12 -0.6712104777528438 -0.806205 -0.74071499 -0.66397176
13 -0.6799471724668007 -0.806205 -0.74071499 -0.66397176
14 -0.6887321887088571 -0.806205 -0.74071499 -0.66397176
15 -0.6974653438086005 -0.806205 -0.74071499 -0.66397176
16 -0.7060080991271872 -0.806205 -0.74071499 -0.66397176
17 -0.7141774589783296 -0.806205 -0.74071499 -0.66397176
18 -0.7217466429902448 -0.806205 -0.74071499 -0.66397176
19 -0.7284506170150764 -0.806205 -0.74071499 -0.66397176
20 -0.7339949040633154 -0.806205 -0.74071499 -0.66397176
21 -0.7380662917668557 -0.806205 -0.74071499 -0.66397176
22 -0.7403229248517135 -0.806205 -0.74071499 -0.66397176
23 -0.7407090745359468 -0.806205 -0.74071499 -0.66397176
24 -0.7407149100028365 -0.806205 -0.74071499 -0.66397176
25 -0.7407149901008345 -0.806205 -0.74071499 -0.66397176
26 -0.7407149912112188 -0.806205 -0.74071499 -0.66397176
27 -0.740714991226556 -0.806205 -0.74071499 -0.66397176
46 -0.740714991226556 -0.806205 -0.74071499 -0.66397176
